Application mode,Course,Daytime/evening attendance,Mother's qualification,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Unemployment rate,Inflation rate,GDP,Target
1,15,1,22,1,0,1,0,0,18,5,6,15.5,2.8,-4.06,Dropout
14,17,0,22,0,0,1,0,0,34,3,2,9.4,-0.8,-3.12,Dropout
8,12,1,1,1,0,1,0,0,18,6,8,13.9,-0.3,0.79,Graduate
8,15,1,1,1,0,1,1,0,20,4,4,9.4,-0.8,-3.12,Graduate
1,8,1,1,1,0,1,0,0,20,5,5,12.7,3.7,-1.7,Graduate
12,17,0,1,0,0,1,1,0,25,0,0,16.2,0.3,-0.92,Dropout
1,7,1,3,1,0,1,1,0,18,5,3,8.9,1.4,3.51,Dropout
1,8,1,1,0,0,0,1,0,18,5,4,8.9,1.4,3.51,Dropout
8,16,1,13,1,0,1,0,1,18,5,0,9.4,-0.8,-3.12,Dropout
8,11,1,1,0,0,1,0,1,19,5,5,12.4,0.5,1.79,Graduate
8,16,1,23,1,0,1,0,1,19,6,5,10.8,1.4,1.74,Dropout
15,10,1,1,0,0,1,0,1,21,6,6,13.9,-0.3,0.79,Graduate
13,5,1,3,0,0,1,0,0,29,9,10,9.4,-0.8,-3.12,Enrolled
1,5,1,1,1,0,1,0,1,20,6,6,12.4,0.5,1.79,Graduate
1,15,1,1,1,0,1,0,0,20,6,6,12.7,3.7,-1.7,Graduate
12,17,0,22,0,0,1,1,0,24,0,1,10.8,1.4,1.74,Dropout
1,12,1,1,0,0,1,1,0,18,7,8,16.2,0.3,-0.92,Graduate
1,12,1,1,0,0,1,1,0,19,7,7,7.6,2.6,0.32,Enrolled
1,9,1,1,0,0,1,1,1,18,4,4,15.5,2.8,-4.06,Enrolled
12,17,0,23,0,0,1,1,0,28,4,5,10.8,1.4,1.74,Enrolled
12,17,0,1,0,0,1,1,0,28,2,1,11.1,0.6,2.02,Dropout
8,11,1,23,0,0,1,1,0,20,4,0,7.6,2.6,0.32,Dropout
1,12,1,13,1,0,1,1,0,19,7,7,10.8,1.4,1.74,Graduate
1,14,1,1,1,0,1,1,0,20,6,4,12.4,0.5,1.79,Enrolled
12,13,1,3,0,0,1,1,0,26,2,0,12.4,0.5,1.79,Dropout
1,11,1,22,1,0,0,1,0,21,3,0,9.4,-0.8,-3.12,Dropout
7,2,1,3,1,0,1,1,0,18,0,0,12.4,0.5,1.79,Graduate
8,9,1,22,1,0,1,1,0,18,5,5,11.1,0.6,2.02,Graduate
1,2,1,13,1,0,1,1,0,22,17,17,11.1,0.6,2.02,Graduate
12,7,1,22,0,0,1,1,0,36,0,0,16.2,0.3,-0.92,Dropout
1,15,1,23,1,0,1,1,1,20,6,6,13.9,-0.3,0.79,Graduate
8,14,1,3,0,0,1,1,0,20,3,0,10.8,1.4,1.74,Dropout
12,17,0,22,0,0,1,1,0,25,4,3,12.4,0.5,1.79,Dropout
12,4,1,22,0,0,1,1,0,35,5,5,15.5,2.8,-4.06,Graduate
1,2,1,1,0,0,1,1,0,22,0,0,11.1,0.6,2.02,Dropout
14,5,1,3,0,0,1,1,0,26,7,7,12.4,0.5,1.79,Enrolled
15,4,1,23,0,1,0,1,0,20,4,2,16.2,0.3,-0.92,Dropout
14,3,0,22,0,0,1,1,0,50,6,2,16.2,0.3,-0.92,Dropout
1,12,1,13,0,0,1,1,0,20,5,5,10.8,1.4,1.74,Dropout
1,12,1,3,0,0,1,1,0,20,5,8,12.4,0.5,1.79,Enrolled
4,4,1,3,0,0,0,1,0,35,5,1,15.5,2.8,-4.06,Dropout
1,14,1,3,0,0,1,1,1,19,6,6,15.5,2.8,-4.06,Graduate
8,12,1,3,0,0,1,1,0,19,7,7,10.8,1.4,1.74,Graduate
12,12,1,22,0,0,1,1,0,25,6,6,12.7,3.7,-1.7,Graduate
7,2,1,1,1,0,1,1,0,19,0,0,13.9,-0.3,0.79,Graduate
8,16,1,1,1,0,1,1,1,20,6,6,7.6,2.6,0.32,Enrolled
1,2,1,23,1,0,1,1,0,22,0,0,12.7,3.7,-1.7,Dropout
1,11,1,22,0,0,1,1,1,19,6,5,11.1,0.6,2.02,Dropout
12,15,1,22,1,0,1,1,0,57,5,6,9.4,-0.8,-3.12,Graduate
1,12,1,1,0,0,0,1,0,20,4,4,16.2,0.3,-0.92,Dropout
12,17,0,1,1,0,0,1,0,38,0,0,8.9,1.4,3.51,Dropout
12,17,0,22,0,0,1,1,0,45,5,5,12.4,0.5,1.79,Graduate
12,15,1,22,0,1,0,1,0,43,2,4,10.8,1.4,1.74,Dropout
12,17,0,13,0,0,0,1,0,49,2,1,15.5,2.8,-4.06,Dropout
12,12,1,22,1,0,1,1,0,43,7,7,10.8,1.4,1.74,Enrolled
12,3,0,22,0,0,1,1,0,34,4,0,11.1,0.6,2.02,Dropout
8,7,1,13,1,1,1,1,0,18,4,5,12.4,0.5,1.79,Enrolled
12,17,0,23,0,0,1,1,0,43,5,5,10.8,1.4,1.74,Graduate
1,11,1,13,0,0,1,1,0,21,3,1,15.5,2.8,-4.06,Dropout
12,17,0,19,0,0,1,1,0,40,3,4,7.6,2.6,0.32,Enrolled
8,14,1,13,1,0,1,1,1,19,4,6,10.8,1.4,1.74,Graduate
1,11,1,22,0,0,1,1,0,27,6,4,10.8,1.4,1.74,Enrolled
13,13,1,22,0,0,1,1,0,43,0,2,16.2,0.3,-0.92,Dropout
14,17,0,22,0,0,1,1,0,31,5,5,9.4,-0.8,-3.12,Graduate
15,4,1,23,1,1,1,1,0,26,0,0,8.9,1.4,3.51,Enrolled
12,17,0,22,0,0,1,1,0,34,5,5,8.9,1.4,3.51,Graduate
14,12,1,19,0,0,1,1,0,30,12,12,7.6,2.6,0.32,Graduate
12,12,1,23,0,0,1,1,0,36,6,0,16.2,0.3,-0.92,Dropout
4,17,0,22,0,1,0,1,0,46,0,1,11.1,0.6,2.02,Dropout
8,6,1,1,0,0,1,1,0,22,3,3,7.6,2.6,0.32,Graduate
4,4,1,1,0,0,1,1,0,27,0,0,16.2,0.3,-0.92,Dropout
1,7,1,1,1,0,1,1,0,20,5,3,8.9,1.4,3.51,Enrolled
16,9,1,13,0,0,1,1,0,20,5,3,8.9,1.4,3.51,Enrolled
13,7,1,13,0,1,0,1,0,31,0,0,12.7,3.7,-1.7,Dropout
1,7,1,22,1,1,1,1,0,20,0,0,9.4,-0.8,-3.12,Enrolled
8,9,1,13,0,0,1,1,0,21,4,2,16.2,0.3,-0.92,Dropout
1,9,1,1,0,0,1,1,0,19,5,4,16.2,0.3,-0.92,Graduate
8,9,1,13,1,0,1,1,1,20,5,4,8.9,1.4,3.51,Graduate
1,4,1,23,0,0,1,1,0,18,6,6,12.4,0.5,1.79,Graduate
1,15,1,1,0,0,1,1,1,18,6,6,16.2,0.3,-0.92,Graduate
12,12,1,1,0,1,1,1,0,30,4,6,12.4,0.5,1.79,Enrolled
12,11,1,13,0,1,0,1,0,34,0,0,15.5,2.8,-4.06,Dropout
8,14,1,13,0,1,0,1,0,21,4,4,11.1,0.6,2.02,Enrolled
15,5,1,22,0,0,1,1,0,20,5,8,16.2,0.3,-0.92,Dropout
13,4,1,3,0,0,1,1,0,26,1,0,12.4,0.5,1.79,Dropout
8,7,1,23,1,1,1,1,0,20,0,0,9.4,-0.8,-3.12,Dropout
15,4,1,1,0,0,1,1,0,25,3,4,15.5,2.8,-4.06,Dropout
8,14,1,1,0,0,1,1,0,19,0,0,7.6,2.6,0.32,Enrolled
12,9,1,13,1,0,1,1,0,24,3,1,9.4,-0.8,-3.12,Dropout
1,9,1,1,0,0,1,1,0,20,0,0,12.7,3.7,-1.7,Dropout
3,5,1,3,1,0,1,0,0,18,6,6,10.8,1.4,1.74,Graduate
12,13,1,13,0,0,1,0,0,25,7,7,12.7,3.7,-1.7,Enrolled
8,11,1,23,1,0,1,0,0,22,5,6,11.1,0.6,2.02,Graduate
14,3,0,22,0,0,0,0,0,41,0,0,9.4,-0.8,-3.12,Dropout
1,9,1,22,0,1,1,0,1,19,2,0,12.7,3.7,-1.7,Dropout
14,8,1,3,1,0,1,0,0,21,6,5,13.9,-0.3,0.79,Graduate
12,6,1,1,1,1,1,0,0,30,6,6,13.9,-0.3,0.79,Dropout
1,12,1,23,1,0,1,0,1,21,5,7,11.1,0.6,2.02,Graduate
12,13,1,13,0,0,1,0,1,26,0,0,10.8,1.4,1.74,Enrolled
6,14,1,1,0,0,1,0,0,21,7,6,11.1,0.6,2.02,Graduate
1,12,1,1,1,0,1,0,0,18,7,7,10.8,1.4,1.74,Graduate
1,6,1,3,1,0,1,0,1,19,6,6,12.4,0.5,1.79,Graduate
1,6,1,1,1,0,1,0,1,18,6,6,8.9,1.4,3.51,Graduate
8,9,1,2,1,0,1,0,0,19,3,4,12.7,3.7,-1.7,Enrolled
14,6,1,3,0,0,1,0,0,21,4,3,13.9,-0.3,0.79,Enrolled
8,9,1,13,1,0,1,0,1,18,2,2,13.9,-0.3,0.79,Dropout
12,12,1,22,1,0,1,0,1,24,6,6,10.8,1.4,1.74,Graduate
1,8,1,4,1,0,1,0,0,21,1,2,12.7,3.7,-1.7,Enrolled
15,6,1,13,1,0,1,0,0,23,5,6,16.2,0.3,-0.92,Graduate
8,12,1,23,1,0,1,0,1,18,7,7,10.8,1.4,1.74,Graduate
12,6,1,4,0,0,0,0,0,26,6,5,11.1,0.6,2.02,Enrolled
1,8,1,23,1,0,1,0,0,20,4,5,9.4,-0.8,-3.12,Graduate
1,10,1,4,0,0,1,0,0,18,6,6,11.1,0.6,2.02,Graduate
1,10,1,2,1,0,1,0,0,20,6,6,11.1,0.6,2.02,Graduate
8,10,1,1,1,0,1,0,0,18,2,3,12.7,3.7,-1.7,Enrolled
1,15,1,1,1,0,1,0,1,22,5,5,12.4,0.5,1.79,Graduate
1,12,1,22,1,1,1,0,0,20,6,6,7.6,2.6,0.32,Graduate
8,12,1,1,1,0,1,0,1,19,7,8,13.9,-0.3,0.79,Graduate
1,8,1,3,1,1,1,0,0,18,6,4,15.5,2.8,-4.06,Dropout
8,9,1,23,0,0,1,0,0,18,5,5,13.9,-0.3,0.79,Graduate
1,6,1,22,1,0,1,0,1,19,4,5,10.8,1.4,1.74,Graduate
1,5,1,13,1,0,1,0,1,19,6,6,10.8,1.4,1.74,Graduate
8,3,0,19,0,0,1,0,0,24,6,6,7.6,2.6,0.32,Graduate
1,10,1,22,0,0,1,0,0,21,6,6,10.8,1.4,1.74,Graduate
12,11,1,13,0,1,0,0,1,28,6,5,13.9,-0.3,0.79,Dropout
1,16,1,22,1,0,1,0,0,21,6,6,7.6,2.6,0.32,Graduate
1,12,1,22,1,1,1,1,0,20,7,6,11.1,0.6,2.02,Enrolled
13,4,1,3,0,0,0,1,0,36,0,0,16.2,0.3,-0.92,Dropout
12,17,0,22,0,0,0,1,0,42,0,0,12.7,3.7,-1.7,Dropout
12,17,0,22,0,0,1,1,0,47,4,5,7.6,2.6,0.32,Dropout
12,14,1,1,0,0,1,1,1,25,6,6,15.5,2.8,-4.06,Graduate
12,3,0,13,0,0,1,1,0,48,0,0,12.4,0.5,1.79,Dropout
14,17,0,23,0,0,1,1,1,32,10,10,10.8,1.4,1.74,Graduate
4,10,1,22,0,0,1,1,0,37,15,9,15.5,2.8,-4.06,Graduate
12,9,1,22,0,0,0,1,0,26,1,1,10.8,1.4,1.74,Dropout
15,6,1,3,0,0,1,1,0,23,0,0,13.9,-0.3,0.79,Dropout
15,4,1,23,0,0,1,1,0,23,0,0,15.5,2.8,-4.06,Enrolled
15,4,1,2,0,0,1,1,0,20,4,4,12.4,0.5,1.79,Enrolled
12,12,1,3,1,0,1,1,0,26,6,7,11.1,0.6,2.02,Dropout
14,3,0,22,0,0,1,0,0,45,8,6,12.7,3.7,-1.7,Enrolled
12,3,0,22,1,0,1,0,1,26,3,3,7.6,2.6,0.32,Enrolled
14,3,0,7,0,0,1,0,0,26,10,7,7.6,2.6,0.32,Graduate
12,17,0,22,0,0,1,0,0,25,3,3,10.8,1.4,1.74,Enrolled
4,12,1,22,1,0,1,0,0,27,7,7,12.7,3.7,-1.7,Graduate
8,3,0,13,0,0,0,0,0,24,0,0,10.8,1.4,1.74,Dropout
8,9,1,23,1,0,1,0,0,20,5,5,15.5,2.8,-4.06,Graduate
1,12,1,1,1,0,1,0,1,18,0,1,15.5,2.8,-4.06,Dropout
8,13,1,13,1,0,1,0,1,18,7,8,12.7,3.7,-1.7,Graduate
1,12,1,22,1,0,1,0,0,18,8,8,9.4,-0.8,-3.12,Graduate
1,12,1,13,1,0,1,1,0,19,5,5,9.4,-0.8,-3.12,Enrolled
13,12,1,1,1,0,1,0,1,19,8,8,9.4,-0.8,-3.12,Graduate
1,12,1,10,0,0,1,0,1,19,5,7,12.4,0.5,1.79,Enrolled
1,12,1,23,1,0,1,0,0,18,7,7,10.8,1.4,1.74,Graduate
8,2,1,13,1,0,1,0,1,18,0,0,12.7,3.7,-1.7,Enrolled
14,14,1,3,1,0,1,0,0,19,4,5,12.7,3.7,-1.7,Enrolled
4,4,1,1,1,0,1,0,0,23,17,12,15.5,2.8,-4.06,Graduate
1,10,1,13,1,0,1,0,1,21,5,5,13.9,-0.3,0.79,Graduate
1,12,1,23,1,0,1,0,1,18,7,8,16.2,0.3,-0.92,Graduate
1,16,1,19,1,1,0,0,0,20,3,1,10.8,1.4,1.74,Dropout
14,15,1,13,1,0,1,0,0,23,3,2,16.2,0.3,-0.92,Enrolled
1,10,1,22,1,0,1,0,0,20,5,6,10.8,1.4,1.74,Enrolled
1,5,1,22,0,0,1,0,1,18,6,6,13.9,-0.3,0.79,Graduate
1,3,0,22,0,0,1,0,0,29,11,7,9.4,-0.8,-3.12,Graduate
12,15,1,23,1,0,1,1,0,28,3,1,7.6,2.6,0.32,Dropout
1,14,1,22,1,0,1,1,0,19,3,4,9.4,-0.8,-3.12,Enrolled
12,2,1,22,0,1,1,1,1,33,0,0,15.5,2.8,-4.06,Dropout
8,9,1,13,1,0,0,1,0,19,2,1,9.4,-0.8,-3.12,Dropout
1,6,1,23,0,0,1,1,0,19,6,6,11.1,0.6,2.02,Graduate
12,3,0,22,0,0,1,1,0,37,8,7,12.7,3.7,-1.7,Graduate
12,17,0,22,0,0,1,1,0,29,0,0,7.6,2.6,0.32,Enrolled
12,12,1,22,0,0,1,1,0,37,7,8,13.9,-0.3,0.79,Graduate
12,12,1,22,0,0,1,1,0,36,0,0,12.4,0.5,1.79,Dropout
1,14,1,1,1,0,1,1,0,19,6,5,8.9,1.4,3.51,Graduate
13,12,1,13,1,0,1,1,1,33,14,14,9.4,-0.8,-3.12,Graduate
13,7,1,1,0,0,0,1,0,34,5,3,15.5,2.8,-4.06,Dropout
1,11,1,3,1,0,1,0,0,18,6,6,12.4,0.5,1.79,Graduate
1,15,1,13,0,0,1,0,1,19,6,6,13.9,-0.3,0.79,Graduate
1,6,1,13,1,0,1,0,0,20,6,6,13.9,-0.3,0.79,Graduate
1,10,1,13,1,0,1,0,1,19,6,6,12.4,0.5,1.79,Graduate
9,15,1,22,1,0,1,0,1,22,5,6,9.4,-0.8,-3.12,Graduate
1,14,1,10,1,0,1,0,0,18,6,6,11.1,0.6,2.02,Enrolled
1,15,1,1,0,0,1,0,1,18,6,6,12.4,0.5,1.79,Graduate
1,12,1,1,1,0,1,0,0,19,4,6,12.4,0.5,1.79,Enrolled
1,16,1,23,0,0,1,0,1,19,6,6,12.7,3.7,-1.7,Graduate
12,12,1,13,1,1,0,0,0,31,5,5,7.6,2.6,0.32,Dropout
8,12,1,1,1,0,1,0,0,18,7,8,11.1,0.6,2.02,Graduate
1,2,1,3,1,0,1,0,0,18,0,0,13.9,-0.3,0.79,Graduate
8,10,1,22,0,0,1,0,1,19,5,6,15.5,2.8,-4.06,Graduate
1,12,1,13,0,0,1,0,0,19,6,6,7.6,2.6,0.32,Graduate
1,9,1,22,0,0,1,0,1,19,4,4,10.8,1.4,1.74,Enrolled
4,3,0,22,0,0,1,0,0,30,9,7,7.6,2.6,0.32,Graduate
14,15,1,13,1,0,1,0,0,18,0,3,16.2,0.3,-0.92,Enrolled
9,12,1,1,1,0,1,0,0,18,7,7,12.7,3.7,-1.7,Graduate
9,6,1,5,1,0,1,0,0,21,0,0,12.7,3.7,-1.7,Dropout
15,10,1,1,0,0,1,0,1,19,6,6,13.9,-0.3,0.79,Graduate
8,14,1,1,1,0,1,0,1,19,6,5,12.4,0.5,1.79,Enrolled
1,12,1,3,1,0,1,0,0,19,5,5,13.9,-0.3,0.79,Enrolled
1,14,1,1,1,0,1,0,1,19,6,5,8.9,1.4,3.51,Graduate
12,17,0,22,0,0,1,0,1,39,4,2,16.2,0.3,-0.92,Graduate
1,5,1,3,1,0,1,0,0,18,6,6,7.6,2.6,0.32,Enrolled
8,2,1,3,1,0,1,0,0,20,0,0,12.7,3.7,-1.7,Dropout
8,9,1,1,1,0,1,0,0,18,5,4,11.1,0.6,2.02,Enrolled
1,14,1,22,0,0,1,0,0,22,3,2,7.6,2.6,0.32,Enrolled
12,6,1,13,1,0,1,0,0,24,6,5,13.9,-0.3,0.79,Graduate
14,9,1,13,0,0,1,0,0,34,12,11,7.6,2.6,0.32,Graduate
12,17,0,19,1,0,1,0,0,46,0,0,7.6,2.6,0.32,Dropout
12,9,1,22,0,0,1,0,0,50,3,5,9.4,-0.8,-3.12,Enrolled
12,17,0,22,0,0,0,0,0,37,0,0,15.5,2.8,-4.06,Dropout
1,6,1,23,1,0,1,0,0,18,6,6,8.9,1.4,3.51,Graduate
12,6,1,22,0,0,1,0,1,25,3,2,11.1,0.6,2.02,Enrolled
12,4,1,22,0,0,1,0,0,46,19,13,15.5,2.8,-4.06,Graduate
12,5,1,3,0,0,1,0,1,30,6,5,13.9,-0.3,0.79,Graduate
1,17,0,22,0,1,0,0,0,37,0,0,12.7,3.7,-1.7,Dropout
12,17,0,22,0,0,1,0,0,50,2,3,12.7,3.7,-1.7,Enrolled
15,4,1,23,1,0,1,0,0,20,6,6,12.4,0.5,1.79,Graduate
12,15,1,22,0,0,0,0,0,53,0,0,15.5,2.8,-4.06,Dropout
13,9,1,22,1,0,1,0,0,54,13,10,15.5,2.8,-4.06,Dropout
15,6,1,3,1,0,1,0,0,19,4,5,13.9,-0.3,0.79,Graduate
1,15,1,1,1,1,1,0,0,18,6,6,8.9,1.4,3.51,Graduate
17,4,1,1,0,1,1,0,0,21,11,11,8.9,1.4,3.51,Graduate
9,5,1,1,1,0,1,0,0,18,6,6,13.9,-0.3,0.79,Graduate
1,12,1,13,1,1,1,0,0,19,0,0,11.1,0.6,2.02,Dropout
8,12,1,1,1,0,1,0,1,18,5,7,11.1,0.6,2.02,Dropout
1,14,1,2,1,0,1,0,0,19,5,5,12.7,3.7,-1.7,Graduate
14,3,0,19,1,0,1,0,0,48,5,4,7.6,2.6,0.32,Enrolled
14,10,1,22,0,1,1,0,0,34,4,4,13.9,-0.3,0.79,Graduate
12,3,0,22,0,0,1,0,0,50,6,6,10.8,1.4,1.74,Graduate
14,16,1,22,0,1,1,0,0,41,21,19,12.4,0.5,1.79,Graduate
8,15,1,1,1,0,1,0,1,22,5,5,7.6,2.6,0.32,Dropout
12,9,1,22,0,0,1,0,0,43,5,5,7.6,2.6,0.32,Graduate
12,3,0,3,0,0,1,0,0,50,0,0,10.8,1.4,1.74,Dropout
12,4,1,22,0,0,1,0,0,60,6,4,13.9,-0.3,0.79,Graduate
12,17,0,22,0,0,1,0,0,47,5,5,7.6,2.6,0.32,Graduate
1,2,1,3,0,0,1,0,0,22,17,17,11.1,0.6,2.02,Graduate
12,12,1,22,0,0,1,0,0,41,0,0,10.8,1.4,1.74,Dropout
13,11,1,22,0,0,1,0,0,32,13,13,10.8,1.4,1.74,Graduate
12,17,0,22,1,0,1,0,0,50,0,0,7.6,2.6,0.32,Dropout
16,9,1,1,0,0,1,0,0,53,15,12,8.9,1.4,3.51,Enrolled
12,13,1,3,0,1,0,0,0,54,0,0,12.4,0.5,1.79,Dropout
12,3,0,22,0,0,1,0,0,49,5,4,13.9,-0.3,0.79,Enrolled
13,16,1,22,0,0,1,0,0,34,11,8,12.7,3.7,-1.7,Dropout
12,3,0,22,0,0,1,0,1,47,5,4,12.4,0.5,1.79,Graduate
14,10,1,13,1,0,1,0,0,22,8,5,9.4,-0.8,-3.12,Enrolled
12,3,0,22,0,0,1,0,1,43,6,6,8.9,1.4,3.51,Graduate
4,4,1,22,0,0,1,0,0,54,13,12,15.5,2.8,-4.06,Graduate
12,3,0,22,0,0,1,0,0,39,11,8,12.7,3.7,-1.7,Graduate
12,17,0,22,0,0,1,0,0,39,5,5,7.6,2.6,0.32,Graduate
1,16,1,13,0,0,1,0,1,18,6,6,15.5,2.8,-4.06,Graduate
8,10,1,22,0,0,1,0,1,19,6,6,16.2,0.3,-0.92,Graduate
8,14,1,23,1,0,1,0,1,18,6,5,8.9,1.4,3.51,Graduate
12,3,0,19,0,0,1,0,0,44,8,6,7.6,2.6,0.32,Graduate
12,17,0,3,0,0,1,0,0,27,0,0,12.4,0.5,1.79,Dropout
1,14,1,1,1,0,1,0,1,18,6,6,8.9,1.4,3.51,Graduate
14,3,0,19,0,0,1,0,0,45,9,6,9.4,-0.8,-3.12,Dropout
8,16,1,23,1,0,1,0,0,20,6,5,7.6,2.6,0.32,Graduate
1,3,0,22,0,0,1,0,0,40,6,6,10.8,1.4,1.74,Graduate
12,17,0,22,0,0,1,0,0,40,4,5,13.9,-0.3,0.79,Enrolled
14,12,1,3,0,0,1,0,0,18,7,8,13.9,-0.3,0.79,Graduate
9,12,1,3,1,0,1,0,0,21,7,7,12.7,3.7,-1.7,Graduate
8,2,1,2,1,0,1,0,0,20,0,0,9.4,-0.8,-3.12,Graduate
14,17,0,22,0,0,1,0,0,36,11,12,9.4,-0.8,-3.12,Enrolled
4,3,0,13,0,0,1,0,0,27,0,0,9.4,-0.8,-3.12,Dropout
12,13,1,23,0,0,1,0,0,32,7,8,12.7,3.7,-1.7,Graduate
8,10,1,1,1,0,1,0,1,18,6,6,8.9,1.4,3.51,Graduate
12,3,0,22,0,0,1,0,0,37,4,3,16.2,0.3,-0.92,Dropout
8,15,1,3,1,0,1,0,0,19,6,6,10.8,1.4,1.74,Graduate
12,3,0,22,0,0,1,0,1,41,6,6,10.8,1.4,1.74,Graduate
14,6,1,22,0,0,1,0,0,21,8,7,7.6,2.6,0.32,Graduate
15,4,1,1,1,1,0,0,0,23,5,4,12.4,0.5,1.79,Dropout
8,15,1,1,1,0,1,0,0,18,0,0,13.9,-0.3,0.79,Dropout
14,6,1,19,0,0,1,0,0,21,0,0,7.6,2.6,0.32,Dropout
1,10,1,14,1,0,1,0,0,19,6,6,7.6,2.6,0.32,Graduate
12,9,1,22,0,0,1,0,0,47,0,0,9.4,-0.8,-3.12,Dropout
12,3,0,22,0,0,1,0,1,48,6,5,10.8,1.4,1.74,Enrolled
4,3,0,22,0,0,1,0,0,39,12,10,16.2,0.3,-0.92,Graduate
1,12,1,23,1,0,1,0,0,19,6,7,11.1,0.6,2.02,Graduate
14,17,0,22,0,0,1,0,0,38,14,12,9.4,-0.8,-3.12,Dropout
12,4,1,13,0,1,0,0,0,27,0,0,8.9,1.4,3.51,Dropout
1,2,1,13,1,0,1,0,1,18,0,0,12.4,0.5,1.79,Graduate
12,3,0,13,0,0,1,0,0,34,4,0,12.7,3.7,-1.7,Enrolled
12,10,1,22,0,0,1,0,0,48,6,5,15.5,2.8,-4.06,Dropout
12,14,1,19,0,0,1,0,0,25,1,0,7.6,2.6,0.32,Dropout
12,12,1,13,0,0,1,0,1,32,7,7,12.7,3.7,-1.7,Graduate
1,15,1,22,0,0,1,0,1,18,6,6,16.2,0.3,-0.92,Graduate
15,3,0,1,0,1,1,0,0,20,6,6,12.4,0.5,1.79,Graduate
1,9,1,13,1,0,1,0,0,20,4,5,7.6,2.6,0.32,Graduate
1,2,1,22,1,0,1,0,0,20,0,0,9.4,-0.8,-3.12,Dropout
1,12,1,1,1,0,1,0,0,19,1,1,9.4,-0.8,-3.12,Enrolled
12,17,0,22,1,0,1,0,0,39,0,2,7.6,2.6,0.32,Dropout
1,8,1,6,1,1,1,0,0,29,1,0,10.8,1.4,1.74,Dropout
1,12,1,13,1,0,1,0,0,18,7,7,12.7,3.7,-1.7,Graduate
12,3,0,19,0,0,1,0,0,51,0,0,7.6,2.6,0.32,Dropout
14,15,1,19,0,1,1,0,0,23,1,4,7.6,2.6,0.32,Dropout
15,6,1,17,1,0,1,0,0,21,0,0,10.8,1.4,1.74,Dropout
14,16,1,19,1,0,0,0,0,28,4,0,9.4,-0.8,-3.12,Dropout
12,17,0,22,0,0,1,0,0,34,4,4,7.6,2.6,0.32,Enrolled
12,3,0,22,0,0,1,0,0,41,0,0,12.7,3.7,-1.7,Dropout
12,3,0,22,0,0,1,0,1,43,5,6,9.4,-0.8,-3.12,Graduate
12,13,1,1,1,0,1,0,0,28,7,8,12.4,0.5,1.79,Enrolled
1,2,1,25,0,0,1,0,1,19,12,11,8.9,1.4,3.51,Graduate
12,4,1,13,0,0,1,0,0,26,6,11,15.5,2.8,-4.06,Graduate
1,12,1,4,1,0,1,0,0,18,7,8,12.4,0.5,1.79,Graduate
12,16,1,22,0,0,1,0,0,45,4,3,11.1,0.6,2.02,Dropout
15,16,1,3,0,0,1,0,0,19,0,0,12.4,0.5,1.79,Dropout
8,14,1,4,0,0,1,0,0,20,6,6,11.1,0.6,2.02,Graduate
1,16,1,1,0,0,1,0,0,18,6,6,7.6,2.6,0.32,Graduate
12,6,1,3,1,0,1,0,0,27,3,1,12.4,0.5,1.79,Dropout
1,4,1,13,0,0,1,0,0,20,6,5,13.9,-0.3,0.79,Graduate
1,6,1,1,1,0,1,0,0,18,6,6,8.9,1.4,3.51,Graduate
12,14,1,22,0,0,1,0,0,35,5,3,9.4,-0.8,-3.12,Enrolled
12,2,1,22,0,0,1,0,0,26,0,0,16.2,0.3,-0.92,Dropout
12,10,1,22,1,0,1,0,1,39,6,5,12.7,3.7,-1.7,Graduate
1,2,1,22,1,0,1,0,0,18,0,0,7.6,2.6,0.32,Graduate
4,12,1,22,0,0,1,0,0,36,0,0,16.2,0.3,-0.92,Dropout
12,3,0,22,0,0,1,0,0,38,11,8,13.9,-0.3,0.79,Graduate
12,11,1,2,0,0,1,0,0,62,6,6,10.8,1.4,1.74,Graduate
1,14,1,1,1,0,1,0,1,20,4,6,10.8,1.4,1.74,Graduate
1,12,1,13,1,0,1,0,0,18,7,7,10.8,1.4,1.74,Graduate
9,5,1,1,0,0,1,0,0,18,2,1,9.4,-0.8,-3.12,Dropout
1,17,0,1,0,0,1,0,0,23,5,4,9.4,-0.8,-3.12,Graduate
1,5,1,13,1,1,1,0,1,19,6,6,13.9,-0.3,0.79,Dropout
8,9,1,1,1,1,1,0,1,19,5,5,8.9,1.4,3.51,Graduate
13,12,1,3,0,0,1,0,0,18,7,8,13.9,-0.3,0.79,Graduate
8,12,1,4,1,0,1,0,0,18,0,0,9.4,-0.8,-3.12,Enrolled
12,3,0,20,0,0,1,0,0,41,4,6,7.6,2.6,0.32,Graduate
12,14,1,13,0,0,1,0,1,51,5,5,12.4,0.5,1.79,Graduate
12,17,0,13,0,0,1,0,0,25,1,2,16.2,0.3,-0.92,Dropout
3,6,1,1,0,0,1,0,0,18,3,4,7.6,2.6,0.32,Enrolled
7,9,1,22,1,0,1,0,0,20,4,3,7.6,2.6,0.32,Graduate
1,2,1,1,1,0,1,0,0,19,0,0,13.9,-0.3,0.79,Dropout
14,17,0,3,0,0,1,0,0,41,10,10,16.2,0.3,-0.92,Graduate
1,11,1,1,1,0,1,0,1,19,6,6,8.9,1.4,3.51,Graduate
